cleaned_name,occurrences,correct_name
orizania,13,Orizania
caiana,13,Caiana
alegria,13,Alegria
elóimendes,13,Eloi Mendes
carrancas,13,Carrancas
brasópolis,13,CHECK_MANUALLY
cássia,13,Cassia
alpinópolis,13,Alpinopolis
gurinhata,13,Gurinhata
brasíliademinas,13,Brasilia De Minas
pontochique,13,Ponto Chique
josegoncalvesdeminas,13,Jose Goncalves De Minas
franciscopolis,13,Franciscopolis
paulistas,13,Paulistas
crisolita,13,Crisolita
bandeira,13,Bandeira
munizferreira,13,Muniz Ferreira
saojosedojacuipe,13,Sao Jose Do Jacuipe
mulungudomorro,13,Mulungu Do Morro
ibipeba,13,Ibipeba
ituberá,13,Itubera
jucurucu,13,Jucurucu
itabatan,13,CHECK_MANUALLY
ibiassuce,13,Ibiassuce
palmasdemontealto,13,Palmas De Monte Alto
ibitiara,13,Ibitiara
aramari,13,Aramari
itiúba,13,Itiuba
capoeiras,13,Capoeiras
barradeguabiraba,13,Barra De Guabiraba
ibimirim,13,Ibimirim
piacabucu,13,Piacabucu
chapreta,13,Cha Preta
lagoaseca,13,Lagoa Seca
novafloresta,13,Nova Floresta
caicara,13,Caicara
uirauna,13,Uirauna
saogonçalodoamarante,13,Sao Goncalo Do Amarante
cruzeta,13,Cruzeta
sitionovo,13,Sitio Novo
doutorseveriano,13,Doutor Severiano
mucambo,13,Mucambo
tianguá,13,Tiangua
martinopole,13,Martinopole
itapajé,13,Itapaje
caridade,13,Caridade
saojoaodojaguaribe,13,Sao Joao Do Jaguaribe
altaneira,13,Altaneira
fariasbrito,13,Farias Brito
missaovelha,13,Missao Velha
monsenhorhipolito,13,Monsenhor Hipolito
itaueira,13,Itaueira
cristinocastro,13,Cristino Castro
penalva,13,Penalva
novaolindadomaranhao,13,Nova Olinda Do Maranhao
centronovodomaranhao,13,Centro Novo Do Maranhao
bequimao,13,Bequimao
saobeneditodoriopreto,13,Sao Benedito Do Rio Preto
mataroma,13,Mata Roma
lagoagrandedomaranhao,13,Lagoa Grande Do Maranhao
novaipixuna,13,Nova Ipixuna
maracana,13,Maracana
assisbrasil,13,Assis Brasil
santoantôniododescoberto,13,Santo Antonio Do Descoberto
divinopolisdegoias,13,Divinopolis De Goias
montealegredegoias,13,Monte Alegre De Goias
belavistadegoiás,13,Bela Vista De Goias
brazabrantes,13,Brazabrantes
rioquente,13,Rio Quente
jandaia,13,Jandaia
minaçu,13,Minacu
chupinguaia,13,Chupinguaia
reservadocabacal,13,Reserva Do Cabacal
bomjesusdoaraguaia,13,Bom Jesus Do Araguaia
poxoréu,13,Poxoreu
novohorizontedosul,13,Novo Horizonte Do Sul
tunasdoparana,13,Tunas Do Parana
paulafreitas,13,Paula Freitas
sulina,13,Sulina
lindoeste,13,Lindoeste
santoinacio,13,Santo Inacio
pirapo,13,Pirapo
amapora,13,Amapora
leobertoleal,13,Leoberto Leal
bracodotrombudo,13,Braco Do Trombudo
saocristovaodosul,13,Sao Cristovao Do Sul
lindoiadosul,13,Lindoia Do Sul
peritiba,13,Peritiba
novaerechim,13,Nova Erechim
cordilheiraalta,13,Cordilheira Alta
jupia,13,Jupia
presidentelucena,13,Presidente Lucena
saojorge,13,Sao Jorge
caseiros,13,Caseiros
saopedrodaserra,13,Sao Pedro Da Serra
itaara,13,Itaara
ervalseco,13,Erval Seco
viadutos,13,Viadutos
redencaodaserra,12,Redencao Da Serra
saobentodosapucaí,12,Sao Bento Do Sapucai
igarai,12,CHECK_MANUALLY
divinolândia,12,Divinolandia
santalúcia,12,Santa Lucia
uniaopaulista,12,Uniao Paulista
saojoaodasduaspontes,12,Sao Joao Das Duas Pontes
palmeiradoeste,12,Palmeira D'Oeste
urupês,12,Urupes
lidice,12,CHECK_MANUALLY
jerônimomonteiro,12,Jeronimo Monteiro
divinodesaolourenco,12,Divino De Sao Lourenco
afonsocláudio,12,Afonso Claudio
novamodica,12,Nova Modica
amarantina,12,CHECK_MANUALLY
carmópolisdeminas,12,Carmopolis De Minas
santoantoniodorioabaixo,12,Santo Antonio Do Rio Abaixo
tabuleiro,12,Tabuleiro
canaa,12,Canaa
rochedodeminas,12,Rochedo De Minas
vistaalegre,12,Vista Alegre
baraodemontealto,12,Barao De Monte Alto
chale,12,Chale
corregodoouro,12,Corrego Do Ouro
guapé,12,Guape
santoantôniodoamparo,12,Santo Antonio Do Amparo
saothomedasletras,12,Sao Thome Das Letras
saojosedoalegre,12,Sao Jose Do Alegre
delfimmoreira,12,Delfim Moreira
conceicaodaspedras,12,Conceicao Das Pedras
silvianopolis,12,Silvianopolis
alexandrita,12,CHECK_MANUALLY
ibiá,12,Ibia
saojoaodasmissoes,12,Sao Joao Das Missoes
padrecarvalho,12,Padre Carvalho
angelandia,12,Angelandia
materlandia,12,Materlandia
bertopolis,12,Bertopolis
ouroverdedeminas,12,Ouro Verde De Minas
jampruca,12,Jampruca
varzeadopoco,12,Varzea Do Poco
mirangaba,12,Mirangaba
tremedal,12,Tremedal
barradochoça,12,Barra Do Choca
itagiba,12,Itagiba
jussari,12,Jussari
liciniodealmeida,12,Licinio De Almeida
macaúbas,12,Macaubas
marcioniliosouza,12,Marcionilio Souza
malhador,12,Malhador
montealegredesergipe,12,Monte Alegre De Sergipe
carmopolis,12,Carmopolis
riachodasalmas,12,Riacho Das Almas
sanharo,12,Sanharo
saloa,12,Saloa
jaqueira,12,Jaqueira
joaquimnabuco,12,Joaquim Nabuco
saire,12,Saire
moreilandia,12,Moreilandia
belémdosaofrancisco,12,Belem Do Sao Francisco
mirandiba,12,Mirandiba
teotôniovilela,12,Teotonio Vilela
inhapi,12,Inhapi
maribondo,12,Maribondo
passodecamaragibe,12,Passo De Camaragibe
barradesantarosa,12,Barra De Santa Rosa
carnaubadosdantas,12,Carnauba Dos Dantas
santanadomatos,12,Santana Do Matos
saofranciscodooeste,12,Sao Francisco Do Oeste
carire,12,Carire
ibiapina,12,Ibiapina
chaval,12,Chaval
uruburetama,12,Uruburetama
milha,12,Milha
banabuiu,12,Banabuiu
demervallobao,12,Demerval Lobao
santoantoniodelisboa,12,Santo Antonio De Lisboa
simpliciomendes,12,Simplicio Mendes
icatu,12,Icatu
godofredoviana,12,Godofredo Viana
timbiras,12,Timbiras
magalhaesdealmeida,12,Magalhaes De Almeida
limacampos,12,Lima Campos
capinzaldonorte,12,Capinzal Do Norte
igarapegrande,12,Igarape Grande
senadorlarocque,12,Senador La Rocque
formosadaserranegra,12,Formosa Da Serra Negra
jacareacanga,12,Jacareacanga
terrasanta,12,Terra Santa
curuca,12,Curuca
colinasdosul,12,Colinas Do Sul
vilaboa,12,Vila Boa
leopoldodebulhoes,12,Leopoldo De Bulhoes
aragarças,12,Aragarcas
pontealtadotocantins,12,Ponte Alta Do Tocantins
brejinhodenazare,12,Brejinho De Nazare
aguiarnopolis,12,Aguiarnopolis
santoantoniodoleverger,12,Santo Antonio Do Leverger
jangada,12,Jangada
santaritadotrivelato,12,Santa Rita Do Trivelato
carlinda,12,Carlinda
pontebranca,12,Ponte Branca
selviria,12,Selviria
deodapolis,12,Deodapolis
guaraquecaba,12,Guaraquecaba
sapopema,12,Sapopema
rebouças,12,Reboucas
santanadoitarare,12,Santana Do Itarare
saojosedaboavista,12,Sao Jose Da Boa Vista
marquinho,12,Marquinho
novatebas,12,Nova Tebas
espigaoaltodoiguacu,12,Espigao Alto Do Iguacu
quedasdoiguaçu,12,Quedas Do Iguacu
coroneldomingossoares,12,Coronel Domingos Soares
clevelândia,12,Clevelandia
boaesperancadoiguacu,12,Boa Esperanca Do Iguacu
bomjesusdosul,12,Bom Jesus Do Sul
capitaoleônidasmarques,12,Capitao Leonidas Marques
itaipulândia,12,Itaipulandia
jundiaidosul,12,Jundiai Do Sul
pradoferreira,12,Prado Ferreira
iguaracu,12,Iguaracu
santafé,12,Santa Fe
ranchoalegred'oeste,12,Rancho Alegre D'Oeste
portorico,12,Porto Rico
saopedrodealcantara,12,Sao Pedro De Alcantara
atalanta,12,Atalanta
celsoramos,12,Celso Ramos
otacíliocosta,12,Otacilio Costa
apiúna,12,Apiuna
jabora,12,Jabora
presidentecastellobranco,12,Presidente Castello Branco
sulbrasil,12,Sul Brasil
modelo,12,Modelo
cunhatai,12,Cunhatai
tunapolis,12,Tunapolis
glorinha,12,Glorinha
saojosedosausentes,12,Sao Jose Dos Ausentes
esmeralda,12,Esmeralda
trêscachoeiras,12,Tres Cachoeiras
riozinho,12,Riozinho
paverama,12,Paverama
passodosobrado,12,Passo Do Sobrado
candelária,12,Candelaria
redentora,12,Redentora
lagoao,12,Lagoao
almirantetamandaredosul,12,Almirante Tamandare Do Sul
aurea,12,Áurea
embuguacu,11,Embu-Guacu
igaratá,11,Igarata
santabárbaradoeste,11,Santa Barbara D'Oeste
jeriquara,11,Jeriquara
santaclarad'oeste,11,Santa Clara D'Oeste
pontalinda,11,Pontalinda
paraíso,11,Paraiso
novaindependencia,11,Nova Independencia
alvinlandia,11,Alvinlandia
novaguataporanga,11,Nova Guataporanga
alumínio,11,Aluminio
tejupa,11,Tejupa
cruzalia,11,Cruzalia
conservatoria,11,CHECK_MANUALLY
barcelos,11,Barcelos
buzios,11,CHECK_MANUALLY
conceiçaodocastelo,11,Conceicao Do Castelo
ibitirama,11,Ibitirama
marilândia,11,Marilandia
matipó,11,Matipo
baldim,11,Baldim
doresdeguanhaes,11,Dores De Guanhaes
ibertioga,11,Ibertioga
ritapolis,11,Ritapolis
braspires,11,Bras Pires
vieiras,11,Vieiras
luisburgo,11,Luisburgo
fama,11,Fama
serranos,11,Serranos
saojoaodamata,11,Sao Joao Da Mata
luizlandiadooeste,11,CHECK_MANUALLY
joaquimfelicio,11,Joaquim Felicio
clarodospocoes,11,Claro Dos Pocoes
berizal,11,Berizal
vargemgrandedoriopardo,11,Vargem Grande Do Rio Pardo
catuti,11,Catuti
frutadeleite,11,Fruta De Leite
caraí,11,Carai
padreparaíso,11,Padre Paraiso
santoantôniodojacinto,11,Santo Antonio Do Jacinto
montegordo,11,CHECK_MANUALLY
coracaodemaria,11,Coracao De Maria
conceiçaodojacuípe,11,Conceicao Do Jacuipe
pedeserra,11,Pe De Serra
ipirá,11,Ipira
planaltino,11,Planaltino
itaquara,11,Itaquara
apuarema,11,Apuarema
mutuípe,11,Mutuipe
gongogi,11,Gongogi
matina,11,Matina
sebastiaolaranjeiras,11,Sebastiao Laranjeiras
itaete,11,Itaete
wagner,11,Wagner
riachaodasneves,11,Riachao Das Neves
banzae,11,Banzae
freipaulo,11,Frei Paulo
fernandodenoronha,11,Fernando De Noronha
passira,11,Passira
nazarédamata,11,Nazare Da Mata
lagoadoitaenga,11,CHECK_MANUALLY
brejinho,11,Brejinho
joaquimgomes,11,Joaquim Gomes
barauna,11,Barauna
sapé,11,Sape
mulungu,11,Mulungu
aroeiras,11,Aroeiras
águabranca,11,Água Branca
caicó,11,Caico
touros,11,Touros
guamare,11,Guamare
luisgomes,11,Luis Gomes
aratuba,11,Aratuba
santanadocariri,11,Santana Do Cariri
umari,11,Umari
solonopole,11,Solonopole
tamboril,11,Tamboril
buritidoslopes,11,Buriti Dos Lopes
saomigueldotapuio,11,Sao Miguel Do Tapuio
franciscosantos,11,Francisco Santos
boavistadogurupi,11,Boa Vista Do Gurupi
alcantara,11,Alcantara
pastosbons,11,Pastos Bons
óbidos,11,Óbidos
tome-acu,11,Tome-Acu
bragança,11,Braganca
maues,11,Maues
saogabrieldacachoeira,11,Sao Gabriel Da Cachoeira
placidodecastro,11,Placido De Castro
pirenópolis,11,Pirenopolis
floresdegoias,11,Flores De Goias
silvânia,11,Silvania
santoantoniodegoias,11,Santo Antonio De Goias
saofranciscodegoias,11,Sao Francisco De Goias
ouvidor,11,Ouvidor
novacrixás,11,Nova Crixas
camposverdes,11,Campos Verdes
faina,11,Faina
theobroma,11,Theobroma
corumbiara,11,Corumbiara
cristalandia,11,Cristalandia
jaudotocantins,11,Jau Do Tocantins
peixe,11,Peixe
araguacema,11,Araguacema
coutodemagalhaes,11,CHECK_MANUALLY
novalacerda,11,Nova Lacerda
castanheira,11,Castanheira
novamaringa,11,Nova Maringa
itanhanga,11,Itanhanga
novohorizontedonorte,11,Novo Horizonte Do Norte
novaubirata,11,Nova Ubirata
taquarussu,11,Taquarussu
agudosdosul,11,Agudos Do Sul
carambeí,11,Carambei
campinadosimao,11,Campina Do Simao
boaventuradesaoroque,11,Boa Ventura De Sao Roque
braganey,11,Braganey
novaamericadacolina,11,Nova America Da Colina
santaamelia,11,Santa Amelia
corumbataidosul,11,Corumbatai Do Sul
mariahelena,11,Maria Helena
saocarlosdoivaí,11,Sao Carlos Do Ivai
querênciadonorte,11,Querencia Do Norte
morrodafumaça,11,Morro Da Fumaca
vitormeireles,11,Vitor Meireles
formosadosul,11,Formosa Do Sul
romelandia,11,Romelandia
campestredaserra,11,Campestre Da Serra
brochier,11,Brochier
capitao,11,Capitao
arambare,11,Arambare
valedosol,11,Vale Do Sol
saojoaodopolesine,11,Sao Joao Do Polesine
vilanovadosul,11,Vila Nova Do Sul
saonicolau,11,Sao Nicolau
joia,11,Joia
vilamaria,11,Vila Maria
paimfilho,11,Paim Filho
mombuca,10,Mombuca
mirassolandia,10,Mirassolandia
turiuba,10,Turiuba
miraestrela,10,Mira Estrela
brejoalegre,10,Brejo Alegre
balbinos,10,Balbinos
lavínia,10,Lavinia
mineirosdotietê,10,Mineiros Do Tiete
alvarodecarvalho,10,Álvaro De Carvalho
florarica,10,Flora Rica
saojoaodopaud'alho,10,Sao Joao Do Pau D'Alho
alambari,10,Alambari
sarapuí,10,Sarapui
aparecidadesaomanuel,10,CHECK_MANUALLY
águasdesantabárbara,10,Águas De Santa Barbara
caiabu,10,Caiabu
werneck,10,CHECK_MANUALLY
piabeta,10,CHECK_MANUALLY
saojosedoturvo,10,CHECK_MANUALLY
aperibé,10,Aperibe
vilavalério,10,Vila Valerio
santanadoparaíso,10,Santana Do Paraiso
araújos,10,Araujos
jequitiba,10,Jequitiba
senhoradasdores,10,CHECK_MANUALLY
conceicaodabarrademinas,10,Conceicao Da Barra De Minas
divinesia,10,Divinesia
saojosedomantimento,10,Sao Jose Do Mantimento
saosebastiaodosacramento,10,CHECK_MANUALLY
cordislandia,10,Cordislandia
pratápolis,10,Pratapolis
capinópolis,10,Capinopolis
romaria,10,Romaria
corregodanta,10,Corrego Danta
gouvea,10,CHECK_MANUALLY
presidentekubitschek,10,Presidente Kubitschek
franciscodumont,10,Francisco Dumont
ubai,10,Ubai
mamonas,10,Mamonas
cristalia,10,Cristalia
gameleiras,10,Gameleiras
sardoa,10,Sardoa
santaefigeniademinas,10,Santa Efigenia De Minas
virginópolis,10,Virginopolis
saogeraldodapiedade,10,Sao Geraldo Da Piedade
saojosedasafira,10,Sao Jose Da Safira
catuji,10,Catuji
joaíma,10,Joaima
divisaalegre,10,Divisa Alegre
saogonçalodoscampos,10,Sao Goncalo Dos Campos
santateresinha,10,Santa Teresinha
americadourada,10,America Dourada
cravolandia,10,Cravolandia
itamari,10,Itamari
dariomeira,10,Dario Meira
aracatu,10,Aracatu
presidentejanioquadros,10,Presidente Janio Quadros
caculé,10,Cacule
malhada,10,Malhada
tanhacu,10,Tanhacu
santaritadecássia,10,Santa Rita De Cassia
candeal,10,Candeal
cansançao,10,Cansancao
maruim,10,Maruim
japoata,10,Japoata
cedrodesaojoao,10,Cedro De Sao Joao
águasbelas,10,Águas Belas
aguapreta,10,Água Preta
saojosédoegito,10,Sao Jose Do Egito
cacimbinhas,10,Cacimbinhas
ibateguara,10,Ibateguara
colonialeopoldina,10,Colonia Leopoldina
barradesantoantonio,10,Barra De Santo Antonio
caapora,10,Caapora
brejodossantos,10,Brejo Dos Santos
macaíba,10,Macaiba
tenentelaurentinocruz,10,Tenente Laurentino Cruz
caraúbas,10,Caraubas
aguanova,10,Água Nova
groairas,10,Groairas
chorozinho,10,Chorozinho
icó,10,Ico
várzeaalegre,10,Varzea Alegre
pimenteiras,10,Pimenteiras
santacruzdopiaui,10,Santa Cruz Do Piaui
saojoaodopiauí,10,Sao Joao Do Piaui
uruçuí,10,Urucui
bacabeira,10,Bacabeira
raposa,10,Raposa
paçodolumiar,10,Paco Do Lumiar
matinha,10,Matinha
centrodoguilherme,10,Centro Do Guilherme
altoalegredomaranhao,10,Alto Alegre Do Maranhao
parnarama,10,Parnarama
baraodegrajau,10,Barao De Grajau
aldeiasaltas,10,Aldeias Altas
lagodosrodrigues,10,Lago Dos Rodrigues
olhod'aguadascunhas,10,Olho D'Água Das Cunhas
governadoreugeniobarros,10,Governador Eugenio Barros
saofélixdoxingu,10,Sao Felix Do Xingu
murucupi,10,CHECK_MANUALLY
auroradopara,10,Aurora Do Para
saojoaodabaliza,10,Sao Joao Da Baliza
caroebe,10,Caroebe
pauini,10,Pauini
saojoaod'aliança,10,Sao Joao D'Alianca
novaroma,10,Nova Roma
bomjesusdegoias,10,Bom Jesus De Goias
chapadaodocéu,10,Chapadao Do Ceu
turvelandia,10,Turvelandia
palmeirasdegoiás,10,Palmeiras De Goias
arenopolis,10,Arenopolis
morroagudodegoias,10,Morro Agudo De Goias
crixás,10,Crixas
itaguaru,10,Itaguaru
urupa,10,Urupa
pium,10,Pium
doisirmaosdotocantins,10,Dois Irmaos Do Tocantins
guaraí,10,Guarai
goiatins,10,Goiatins
darcinopolis,10,Darcinopolis
poconé,10,Pocone
novaolímpia,10,Nova Olimpia
itiquira,10,Itiquira
águaclara,10,Água Clara
anaurilândia,10,Anaurilandia
doutorulysses,10,Doutor Ulysses
curiúva,10,Curiuva
pérolad'oeste,10,Perola D'Oeste
belavistadacaroba,10,Bela Vista Da Caroba
saopedrodoiguacu,10,Sao Pedro Do Iguacu
belavistadoparaíso,10,Bela Vista Do Paraiso
quatiguá,10,Quatigua
joaquimtávora,10,Joaquim Tavora
riorufino,10,Rio Rufino
lauromüller,10,Lauro Muller
doutorpedrinho,10,Doutor Pedrinho
agronomica,10,Agronomica
abdonbatista,10,Abdon Batista
dionísiocerqueira,10,Dionisio Cerqueira
parecinovo,10,Pareci Novo
relvado,10,Relvado
marquesdesouza,10,Marques De Souza
saojerônimo,10,Sao Jeronimo
salvadordasmissoes,10,Salvador Das Missoes
saopedrodobutia,10,Sao Pedro Do Butia
matoqueimado,10,Mato Queimado
boavistadocadeado,10,Boa Vista Do Cadeado
novotiradentes,10,Novo Tiradentes
vicentedutra,10,Vicente Dutra
saojosedoherval,10,Sao Jose Do Herval
novaboavista,10,Nova Boa Vista
tresarroios,10,Tres Arroios
vilalangaro,10,Vila Langaro
juquiá,9,Juquia
santoantôniodopinhal,9,Santo Antonio Do Pinhal
arapei,9,Arapei
corumbataí,9,Corumbatai
lindóia,9,Lindoia
luísantônio,9,Luis Antonio
severínia,9,Severinia
bálsamo,9,Balsamo
riolândia,9,Riolandia
alvaresflorence,9,Álvares Florence
pedranopolis,9,Pedranopolis
trêsfronteiras,9,Tres Fronteiras
ibirá,9,Ibira
guaiçara,9,Guaicara
sagres,9,Sagres
pracinha,9,Pracinha
quadra,9,Quadra
pratania,9,Pratania
santoexpedito,9,Santo Expedito
arrozal,9,CHECK_MANUALLY
pureza,9,Pureza
trajanodemorais,9,CHECK_MANUALLY
conceiçaodabarra,9,Conceicao Da Barra
saofelixdeminas,9,Sao Felix De Minas
corregonovo,9,Corrego Novo
passagemdemariana,9,CHECK_MANUALLY
diogodevasconcelos,9,Diogo De Vasconcelos
oncadepitangui,9,Onca De Pitangui
felixlândia,9,Felixlandia
alvinópolis,9,Alvinopolis
saogonçalodorioabaixo,9,Sao Goncalo Do Rio Abaixo
santabarbaradomonteverde,9,Santa Barbara Do Monte Verde
coronelpacheco,9,Coronel Pacheco
aracitaba,9,Aracitaba
antôniocarlos,9,Antonio Carlos
ressaquinha,9,Ressaquinha
cipotanea,9,Cipotanea
queluzito,9,Queluzito
rosariodalimeira,9,Rosario Da Limeira
taparuba,9,Taparuba
reduto,9,Reduto
conceiçaodaaparecida,9,Conceicao Da Aparecida
itumirim,9,Itumirim
canaverde,9,Cana Verde
saogonçalodosapucaí,9,Sao Goncalo Do Sapucai
tocosdomoji,9,Tocos Do Moji
espiritosantododourado,9,Espirito Santo Do Dourado
ibitiurademinas,9,Ibitiura De Minas
canápolis,9,Canapolis
grupiara,9,Grupiara
rioparanaíba,9,Rio Paranaiba
buenópolis,9,Buenopolis
ibiracatu,9,Ibiracatu
matiascardoso,9,Matias Cardoso
botumirim,9,Botumirim
novorizonte,9,Novorizonte
novaporteirinha,9,Nova Porteirinha
campanario,9,Campanario
águasvermelhas,9,Águas Vermelhas
saofelix,9,Sao Felix
umburanas,9,Umburanas
anage,9,Anage
aiquara,9,Aiquara
igrapiuna,9,Igrapiuna
jequirica,9,CHECK_MANUALLY
mortugaba,9,Mortugaba
abaira,9,Abaira
mucugê,9,Mucuge
gentiodoouro,9,Gentio Do Ouro
morpara,9,Morpara
aguafria,9,Água Fria
itapicuru,9,Itapicuru
fátima,9,Fatima
santoamarodasbrotas,9,Santo Amaro Das Brotas
laranjeiras,9,Laranjeiras
cristinapolis,9,Cristinapolis
tomardogeru,9,Tomar Do Geru
japaratuba,9,Japaratuba
correntes,9,Correntes
itaquitinga,9,Itaquitinga
cabrobó,9,Cabrobo
itacuruba,9,Itacuruba
manari,9,Manari
satuba,9,Satuba
craibas,9,Craibas
giraudoponciano,9,Girau Do Ponciano
paud'arco,9,Pau D'Arco
igaci,9,Igaci
santanadomundau,9,Santana Do Mundau
japaratinga,9,Japaratinga
paripueira,9,Paripueira
portodepedras,9,Porto De Pedras
areial,9,Areial
pocinhos,9,Pocinhos
lucena,9,Lucena
piloes,9,Piloes
saomamede,9,Sao Mamede
juazeirinho,9,Juazeirinho
desterro,9,Desterro
serranegradonorte,9,Serra Negra Do Norte
grossos,9,Grossos
encanto,9,Encanto
coroneljoaopessoa,9,Coronel Joao Pessoa
rafaelfernandes,9,Rafael Fernandes
guaiuba,9,Guaiuba
catunda,9,Catunda
ipaporanga,9,Ipaporanga
poranga,9,Poranga
graca,9,Graca
guaramiranga,9,Guaramiranga
itapiuna,9,Itapiuna
pacoti,9,Pacoti
itaicaba,9,Itaicaba
palhano,9,Palhano
carius,9,Carius
saboeiro,9,Saboeiro
aiuaba,9,Aiuaba
madalena,9,Madalena
quixadá,9,Quixada
novosantoantonio,9,Novo Santo Antonio
ipirangadopiaui,9,Ipiranga Do Piaui
landrisales,9,Landri Sales
morros,9,Morros
araguana,9,Araguana
jenipapodosvieiras,9,Jenipapo Dos Vieiras
ourilândiadonorte,9,Ourilandia Do Norte
picarra,9,Picarra
aguaazuldonorte,9,Água Azul Do Norte
ourem,9,Ourem
bujaru,9,Bujaru
saodomingosdocapim,9,Sao Domingos Do Capim
santaluziadopara,9,Santa Luzia Do Para
pontadepedras,9,Ponta De Pedras
anajas,9,Anajas
benjaminconstant,9,Benjamin Constant
lagonorte,9,CHECK_MANUALLY
palmelo,9,Palmelo
aragoiania,9,Aragoiania
joviânia,9,Joviania
palminopolis,9,Palminopolis
britânia,9,Britania
ipirangadegoias,9,Ipiranga De Goias
novaiguacudegoias,9,Nova Iguacu De Goias
mutunopolis,9,Mutunopolis
itaguari,9,Itaguari
goiás,9,Goias
dianópolis,9,Dianopolis
aliancadotocantins,9,Alianca Do Tocantins
pequizeiro,9,Pequizeiro
mirassoldoeste,9,Mirassol D'Oeste
portoestrela,9,Porto Estrela
rosariooeste,9,Rosario Oeste
gaúchadonorte,9,Gaucha Do Norte
angélica,9,Angelica
antôniojoao,9,Antonio Joao
antoniojoao,9,Antonio Joao
adrianopolis,9,Adrianopolis
itaperuçu,9,Itaperucu
campobonito,9,Campo Bonito
anahy,9,Anahy
corbélia,9,Corbelia
saomigueldoiguaçu,9,Sao Miguel Do Iguacu
iracemadooeste,9,Iracema Do Oeste
vilanova,9,CHECK_MANUALLY
ranchoalegre,9,Rancho Alegre
santoantoniodoparaiso,9,Santo Antonio Do Paraiso
angulo,9,Ângulo
picarras,9,CHECK_MANUALLY
ranchoqueimado,9,Rancho Queimado
angelina,9,Angelina
saobonifacio,9,Sao Bonifacio
presidentenereu,9,Presidente Nereu
balneáriobarradosul,9,Balneario Barra Do Sul
pontealtadonorte,9,Ponte Alta Do Norte
lebonrégis,9,Lebon Regis
zortea,9,Zortea
xavantina,9,Xavantina
ipuacu,9,Ipuacu
caxambudosul,9,Caxambu Do Sul
guatambu,9,Guatambu
princesa,9,Princesa
ararica,9,Ararica
dompedrodealcantara,9,Dom Pedro De Alcantara
bomprincípio,9,Bom Principio
pedrasaltas,9,Pedras Altas
cerrobranco,9,Cerro Branco
ibarama,9,Ibarama
macambara,9,Macambara
quevedos,9,Quevedos
pinhal,9,Pinhal
jaboticaba,9,Jaboticaba
boavistadasmissoes,9,Boa Vista Das Missoes
bozano,9,Bozano
saodomingosdosul,9,Sao Domingos Do Sul
santoantoniodoplanalto,9,Santo Antonio Do Planalto
ipirangadosul,9,Ipiranga Do Sul
salesópolis,8,Salesopolis
baraoatalibanogueira,8,CHECK_MANUALLY
patrocíniopaulista,8,Patrocinio Paulista
boaesperançadosul,8,Boa Esperanca Do Sul
icém,8,Icem
parisi,8,Parisi
estreladoeste,8,Estrela D'Oeste
santaritad'oeste,8,Santa Rita D'Oeste
marinopolis,8,Marinopolis
urânia,8,Urania
fernao,8,Fernao
tapiraí,8,Tapirai
torredepedra,8,Torre De Pedra
itacurussa,8,CHECK_MANUALLY
dorandia,8,CHECK_MANUALLY
taboas,8,CHECK_MANUALLY
andradepinto,8,CHECK_MANUALLY
saojosédeubá,8,Sao Jose De Uba
portela,8,CHECK_MANUALLY
santoagostinho,8,CHECK_MANUALLY
taquaracudeminas,8,Taquaracu De Minas
braunas,8,Braunas
saogeraldodobaixio,8,Sao Geraldo Do Baixio
quatituba,8,CHECK_MANUALLY
pedradoindaia,8,Pedra Do Indaia
piau,8,Piau
correiadealmeida,8,CHECK_MANUALLY
saojoaodaserra,8,Sao Joao Da Serra
saosebastiaodavargemalegre,8,Sao Sebastiao Da Vargem Alegre
argirita,8,Argirita
miraí,8,Mirai
caparao,8,Caparao
pedradourada,8,Pedra Dourada
saojoaodomanhuaçu,8,Sao Joao Do Manhuacu
saopedrodoavai,8,CHECK_MANUALLY
passavinte,8,Passa Vinte
domvicoso,8,Dom Vicoso
saothomédasletras,8,Sao Thome Das Letras
seritinga,8,Seritinga
marmelopolis,8,Marmelopolis
guaranésia,8,Guaranesia
saojoaobatistadoglória,8,Sao Joao Batista Do Gloria
delta,8,Delta
comendadorgomes,8,Comendador Gomes
ipiaçu,8,Ipiacu
lagoadospatos,8,Lagoa Dos Patos
santamariadosuaçuí,8,Santa Maria Do Suacui
vilapereira,8,CHECK_MANUALLY
freigaspar,8,Frei Gaspar
améliarodrigues,8,Amelia Rodrigues
cabaceirasdoparaguacu,8,Cabaceiras Do Paraguacu
riachaodojacuípe,8,Riachao Do Jacuipe
caatiba,8,Caatiba
bomjesusdaserra,8,Bom Jesus Da Serra
jiquiriçá,8,Jiquirica
aurelinoleal,8,Aurelino Leal
itajuípe,8,Itajuipe
santacruzdavitoria,8,Santa Cruz Da Vitoria
dombasilio,8,Dom Basilio
lagoareal,8,Lagoa Real
contendasdosincora,8,Contendas Do Sincora
heliopolis,8,Heliopolis
pedroalexandre,8,Pedro Alexandre
gloria,8,Gloria
ichu,8,Ichu
curaçá,8,Curaca
riachuelo,8,Riachuelo
tacaimbo,8,Tacaimbo
iati,8,Iati
freimiguelinho,8,Frei Miguelinho
camutanga,8,Camutanga
afranio,8,Afranio
inajá,8,Inaja
sertânia,8,Sertania
carnaiba,8,Carnaiba
portorealdocolegio,8,Porto Real Do Colegio
pariconha,8,Pariconha
saojosédalaje,8,Sao Jose Da Laje
