cleaned_name,occurrences,correct_name
saoluísdoquitunde,8,Sao Luis Do Quitunde
cubati,8,Cubati
alagoanova,8,Alagoa Nova
arara,8,Arara
boqueirao,8,Boqueirao
aguiar,8,Aguiar
cachoeiradosindios,8,Cachoeira Dos Índios
serradesaobento,8,Serra De Sao Bento
saojosedocampestre,8,Sao Jose Do Campestre
serracaiada,8,Serra Caiada
florania,8,Florania
saojoaodosabugi,8,Sao Joao Do Sabugi
equador,8,Equador
itaja,8,Itaja
alminoafonso,8,Almino Afonso
frutuosogomes,8,Frutuoso Gomes
itau,8,Itau
croata,8,Croata
uruoca,8,Uruoca
lagoadomato,8,Lagoa Do Mato
potengi,8,Potengi
ipaumirim,8,Ipaumirim
baixio,8,Baixio
antoninadonorte,8,Antonina Do Norte
catarina,8,Catarina
mombaça,8,Mombaca
joaquimpires,8,Joaquim Pires
miguelalves,8,Miguel Alves
sigefredopacheco,8,Sigefredo Pacheco
itainopolis,8,Itainopolis
luisdomingues,8,Luis Domingues
guimaraes,8,Guimaraes
juncodomaranhao,8,Junco Do Maranhao
saojoaodocaru,8,Sao Joao Do Caru
vitóriadomearim,8,Vitoria Do Mearim
milagresdomaranhao,8,Milagres Do Maranhao
lagoverde,8,Lago Verde
lagodojunco,8,Lago Do Junco
sucupiradonorte,8,Sucupira Do Norte
tassofragoso,8,Tasso Fragoso
belterra,8,Belterra
portotrombetas,8,CHECK_MANUALLY
jacundá,8,Jacunda
capitaopoço,8,Capitao Poco
augustocorrêa,8,Augusto Correa
santoantoniodotaua,8,Santo Antonio Do Taua
muana,8,Muana
serradonavio,8,Serra Do Navio
portogrande,8,Porto Grande
careiro,8,Careiro
saoluiz,8,Sao Luiz
caracarai,8,Caracarai
feijó,8,Feijo
brasileia,8,Brasileia
bujari,8,Bujari
nucleobandeirante,8,CHECK_MANUALLY
mambaí,8,Mambai
abadiadegoias,8,Abadia De Goias
mairipotaba,8,Mairipotaba
marzagao,8,Marzagao
crominia,8,Crominia
caçu,8,Cacu
aurilandia,8,Aurilandia
novagloria,8,Nova Gloria
novoplanalto,8,Novo Planalto
mozarlândia,8,Mozarlandia
novamamoré,8,Nova Mamore
novamamore,8,Nova Mamore
novohorizontedooeste,8,Novo Horizonte Do Oeste
novoalegre,8,Novo Alegre
sucupira,8,Sucupira
bernardosayao,8,Bernardo Sayao
augustinópolis,8,Augustinopolis
saomigueldotocantins,8,Sao Miguel Do Tocantins
cotriguaçu,8,Cotriguacu
altoparaguai,8,Alto Paraguai
santoafonso,8,Santo Afonso
novasantahelena,8,Nova Santa Helena
cláudia,8,Claudia
pontaldoaraguaia,8,Pontal Do Araguaia
santoantoniodoleste,8,Santo Antonio Do Leste
altogarças,8,Alto Garcas
saopedrodacipa,8,Sao Pedro Da Cipa
anastácio,8,Anastacio
antonioolinto,8,Antonio Olinto
cândidodeabreu,8,Candido De Abreu
saltodoitararé,8,Salto Do Itarare
goioxim,8,Goioxim
matorico,8,Mato Rico
virmond,8,Virmond
bomsucessodosul,8,Bom Sucesso Do Sul
novapratadoiguaçu,8,Nova Prata Do Iguacu
céuazul,8,Ceu Azul
jesuítas,8,Jesuitas
maripá,8,Maripa
assaí,8,Assai
uraí,8,Urai
ivatuba,8,Ivatuba
paraísodonorte,8,Paraiso Do Norte
santoantoniodocaiua,8,Santo Antonio Do Caiua
aguasmornas,8,Águas Mornas
capaoalto,8,Capao Alto
treviso,8,Treviso
balneariorincao,8,Balneario Rincao
balneárioarroiodosilva,8,Balneario Arroio Do Silva
morrogrande,8,Morro Grande
belavistadotoldo,8,Bela Vista Do Toldo
ibiam,8,Ibiam
arabuta,8,Arabuta
novaitaberaba,8,Nova Itaberaba
campoerê,8,Campo Ere
morrinhosdosul,8,Morrinhos Do Sul
montebelodosul,8,Monte Belo Do Sul
linhanova,8,Linha Nova
westfalia,8,Westfalia
fazendavilanova,8,Fazenda Vilanova
pousonovo,8,Pouso Novo
morroredondo,8,Morro Redondo
novocabrais,8,Novo Cabrais
gramadoxavier,8,Gramado Xavier
segredo,8,Segredo
mata,8,Mata
capaodocipo,8,Capao Do Cipo
guaranidasmissões,8,Guarani Das Missoes
jari,8,Jari
cerrogrande,8,Cerro Grande
sagradafamilia,8,Sagrada Familia
giruá,8,Girua
boavistadoburicá,8,Boa Vista Do Burica
portomaua,8,Porto Maua
mormaco,8,Mormaco
paulobento,8,Paulo Bento
pontepreta,8,Ponte Preta
machadinho,8,Machadinho
erebango,8,Erebango
jordanesia,7,CHECK_MANUALLY
biritibamirim,7,Biritiba Mirim
águasdesaopedro,7,Águas De Sao Pedro
saobeneditodasareias,7,CHECK_MANUALLY
águasdaprata,7,Águas Da Prata
cassiadoscoqueiros,7,Cassia Dos Coqueiros
santacruzdaesperanca,7,Santa Cruz Da Esperanca
taiúva,7,Taiuva
trabiju,7,Trabiju
guaranid'oeste,7,Guarani D'Oeste
aspasia,7,Aspasia
reginópolis,7,Reginopolis
itapuí,7,Itapui
gália,7,Galia
rechan,7,CHECK_MANUALLY
iepê,7,Iepe
platina,7,Platina
californiadabarra,7,CHECK_MANUALLY
passatres,7,CHECK_MANUALLY
comendadorvenancio,7,CHECK_MANUALLY
bugre,7,Bugre
imbedeminas,7,Imbe De Minas
cachoeiradobrumado,7,CHECK_MANUALLY
santaritadurao,7,CHECK_MANUALLY
morrodoferro,7,CHECK_MANUALLY
corregofundo,7,Corrego Fundo
doresdoindaiá,7,Dores Do Indaia
funilandia,7,Funilandia
morrodagarca,7,Morro Da Garca
santanadoriacho,7,Santana Do Riacho
cocais,7,CHECK_MANUALLY
paiva,7,Paiva
santaritadoibitipoca,7,CHECK_MANUALLY
mercesdeagualimpa,7,CHECK_MANUALLY
casagrande,7,Casa Grande
lamim,7,Lamim
itaverava,7,Itaverava
pedradoanta,7,Pedra Do Anta
senadorcortes,7,Senador Cortes
patrocíniodomuriaé,7,Patrocinio Do Muriae
santanadomanhuaçu,7,Santana Do Manhuacu
ilicínea,7,Ilicinea
ibituruna,7,Ibituruna
andrelândia,7,Andrelandia
bocainademinas,7,Bocaina De Minas
conceiçaodorioverde,7,Conceicao Do Rio Verde
cruzília,7,Cruzilia
pirangucu,7,Pirangucu
fortalezademinas,7,Fortaleza De Minas
claraval,7,Claraval
saosebastiaodopontal,7,CHECK_MANUALLY
douradoquara,7,Douradoquara
iraídeminas,7,Irai De Minas
chapadagaúcha,7,Chapada Gaucha
bonfinópolisdeminas,7,Bonfinopolis De Minas
guimarânia,7,Guimarania
guardadosferreiros,7,CHECK_MANUALLY
alvoradademinas,7,Alvorada De Minas
icaraideminas,7,Icarai De Minas
olhosd'agua,7,Olhos-D'Água
serranopolisdeminas,7,Serranopolis De Minas
itacambira,7,Itacambira
franciscosá,7,Francisco Sa
joseraydan,7,Jose Raydan
peçanha,7,Pecanha
sabinópolis,7,Sabinopolis
cachoeiradepajeú,7,Cachoeira De Pajeu
aratuipe,7,Aratuipe
rafaeljambeiro,7,Rafael Jambeiro
varzedo,7,Varzedo
anguera,7,Anguera
morrodochapéu,7,Morro Do Chapeu
iguaí,7,Iguai
brejoes,7,Brejoes
teolandia,7,Teolandia
piraidonorte,7,Pirai Do Norte
maraú,7,Marau
saojosedavitoria,7,Sao Jose Da Vitoria
itororó,7,Itororo
ericocardoso,7,Érico Cardoso
iuiu,7,Iuiu
jussiape,7,Jussiape
muquemdosaofrancisco,7,Muquem Do Sao Francisco
mansidao,7,Mansidao
angical,7,Angical
cristopolis,7,Cristopolis
cotegipe,7,Cotegipe
ribeiradoamparo,7,Ribeira Do Amparo
coroneljoaosá,7,Coronel Joao Sa
quijingue,7,Quijingue
itaporangad'ajuda,7,Itaporanga D'Ajuda
salgado,7,Salgado
nossasenhoradelourdes,7,Nossa Senhora De Lourdes
pocao,7,Pocao
calcado,7,Calcado
ibirajuba,7,Ibirajuba
caetes,7,Caetes
jucati,7,Jucati
cumaru,7,Cumaru
santamariadocambuca,7,Santa Maria Do Cambuca
tracunhaem,7,Tracunhaem
verdejante,7,Verdejante
belemdosaofrancisco,7,Belem Do Sao Francisco
custódia,7,Custodia
santaluziadonorte,7,Santa Luzia Do Norte
felizdeserto,7,Feliz Deserto
feiragrande,7,Feira Grande
olhod'águadasflores,7,Olho D'Água Das Flores
paulojacinto,7,Paulo Jacinto
freimartinho,7,Frei Martinho
damiao,7,Damiao
montadas,7,Montadas
saosebastiaodelagoaderoca,7,Sao Sebastiao De Lagoa De Roca
jacarau,7,Jacarau
aracagi,7,Aracagi
itapororoca,7,Itapororoca
solânea,7,Solanea
remigio,7,Remigio
umbuzeiro,7,Umbuzeiro
jerico,7,Jerico
ibiara,7,Ibiara
espiritosanto,7,Espirito Santo
montanhas,7,Montanhas
santoantônio,7,Santo Antonio
jacana,7,Jacana
saorafael,7,Sao Rafael
carnaubais,7,Carnaubais
upanema,7,Upanema
governadordix-septrosado,7,Governador Dix-Sept Rosado
rodolfofernandes,7,Rodolfo Fernandes
riachodacruz,7,Riacho Da Cruz
meruoca,7,Meruoca
piresferreira,7,Pires Ferreira
viçosadoceará,7,Vicosa Do Ceara
miraima,7,Miraima
tururu,7,Tururu
itapage,7,CHECK_MANUALLY
saoluisdocuru,7,Sao Luis Do Curu
sucatinga,7,CHECK_MANUALLY
penaforte,7,Penaforte
erere,7,Erere
cajueirodapraia,7,Cajueiro Da Praia
valençadopiauí,7,Valenca Do Piaui
hugonapoleao,7,Hugo Napoleao
barroduro,7,Barro Duro
santoinaciodopiaui,7,Santo Inacio Do Piaui
saofranciscodopiaui,7,Sao Francisco Do Piaui
saojuliao,7,Sao Juliao
saojosedopiaui,7,Sao Jose Do Piaui
marcolandia,7,Marcolandia
conceicaodocaninde,7,Conceicao Do Caninde
queimadanova,7,Queimada Nova
coloniadogurgueia,7,Colonia Do Gurgueia
presidentesarney,7,Presidente Sarney
igarapedomeio,7,Igarape Do Meio
governadornewtonbello,7,Governador Newton Bello
coroatá,7,Coroata
paulinoneves,7,Paulino Neves
pauloramos,7,Paulo Ramos
bomlugar,7,Bom Lugar
saodomingosdoazeitao,7,Sao Domingos Do Azeitao
grajaú,7,Grajau
mojuidoscampos,7,Mojui Dos Campos
gurupa,7,Gurupa
bagre,7,Bagre
brejograndedoaraguaia,7,Brejo Grande Do Araguaia
rondondopará,7,Rondon Do Para
saomigueldoguamá,7,Sao Miguel Do Guama
santaisabeldopará,7,CHECK_MANUALLY
saojoaodepirabas,7,Sao Joao De Pirabas
apui,7,Apui
novaolindadonorte,7,Nova Olinda Do Norte
autazes,7,Autazes
rorainopolis,7,Rorainopolis
labrea,7,Labrea
manoelurbano,7,Manoel Urbano
santarosadopurus,7,Santa Rosa Do Purus
gama,7,CHECK_MANUALLY
abadiânia,7,Abadiania
aguafriadegoias,7,Água Fria De Goias
bonfinopolis,7,Bonfinopolis
vianópolis,7,Vianopolis
santabarbaradegoias,7,Santa Barbara De Goias
vicentinópolis,7,Vicentinopolis
cumari,7,Cumari
tresranchos,7,Tres Ranchos
adelandia,7,Adelandia
turvania,7,Turvania
mossamedes,7,Mossamedes
diorama,7,Diorama
bomjardimdegoiás,7,Bom Jardim De Goias
saopatricio,7,Sao Patricio
taquaraldegoias,7,Taquaral De Goias
jaciparana,7,CHECK_MANUALLY
cacaulandia,7,Cacaulandia
conceicaodotocantins,7,Conceicao Do Tocantins
pindoramadotocantins,7,Pindorama Do Tocantins
portoalegredotocantins,7,Porto Alegre Do Tocantins
silvanopolis,7,Silvanopolis
santafedoaraguaia,7,Santa Fe Do Araguaia
santaterezinhadotocantins,7,Santa Terezinha Do Tocantins
sitionovodotocantins,7,Sitio Novo Do Tocantins
palmeirasdotocantins,7,Palmeiras Do Tocantins
tocantinópolis,7,Tocantinopolis
valedesaodomingos,7,Vale De Sao Domingos
matupá,7,Matupa
torixoreu,7,Torixoreu
tesouro,7,Tesouro
novabrasilandia,7,Nova Brasilandia
planaltodaserra,7,Planalto Da Serra
cassilândia,7,Cassilandia
deodápolis,7,Deodapolis
fátimadosul,7,Fatima Do Sul
lagoabonita,7,CHECK_MANUALLY
glóriadedourados,7,Gloria De Dourados
piên,7,Pien
portovitoria,7,Porto Vitoria
candói,7,Candoi
portobarreiro,7,Porto Barreiro
guaraniaçu,7,Guaraniacu
novosarandi,7,CHECK_MANUALLY
florestópolis,7,Florestopolis
barradojacare,7,Barra Do Jacare
leopolis,7,Leopolis
santoinácio,7,Santo Inacio
marilândiadosul,7,Marilandia Do Sul
riobrancodoivai,7,Rio Branco Do Ivai
ariranhadoivai,7,Ariranha Do Ivai
riobom,7,Rio Bom
novoitacolomi,7,Novo Itacolomi
farol,7,Farol
pérola,7,Perola
cafezaldosul,7,Cafezal Do Sul
icaraíma,7,Icaraima
cidadegaúcha,7,Cidade Gaucha
itaunadosul,7,Itauna Do Sul
santamonica,7,Santa Monica
saopedrodoparana,7,Sao Pedro Do Parana
majorgercino,7,Major Gercino
anitapolis,7,Anitapolis
balneáriogaivota,7,Balneario Gaivota
timbógrande,7,Timbo Grande
saomigueldaboavista,7,Sao Miguel Da Boa Vista
santiagodosul,7,Santiago Do Sul
aguasdechapeco,7,Águas De Chapeco
saobernardino,7,Sao Bernardino
bandeirante,7,Bandeirante
vistaalegredoprata,7,Vista Alegre Do Prata
quintao,7,CHECK_MANUALLY
altofeliz,7,Alto Feliz
matoleitao,7,Mato Leitao
muçum,7,Mucum
toropi,7,Toropi
barradoquarai,7,Barra Do Quarai
boavistadoincra,7,Boa Vista Do Incra
santabárbaradosul,7,Santa Barbara Do Sul
taquarucudosul,7,Taquarucu Do Sul
vistagaucha,7,Vista Gaucha
braga,7,Braga
chiapetta,7,Chiapetta
senadorsalgadofilho,7,Senador Salgado Filho
vitoriadasmissoes,7,Vitoria Das Missoes
independência,7,Independencia
montauri,7,Montauri
benjaminconstantdosul,7,Benjamin Constant Do Sul
marianomoro,7,Mariano Moro
severianodealmeida,7,Severiano De Almeida
novaamerica,6,Nova America
tapinas,6,CHECK_MANUALLY
mendonça,6,Mendonca
embauba,6,Embauba
santasalete,6,Santa Salete
dircereis,6,Dirce Reis
catiguá,6,Catigua
santoantôniodoaracanguá,6,Santo Antonio Do Aracangua
paulistania,6,Paulistania
boracéia,6,Boraceia
alvinlândia,6,Alvinlandia
arco-iris,6,Arco-Íris
flóridapaulista,6,Florida Paulista
guarizinho,6,CHECK_MANUALLY
maristela,6,CHECK_MANUALLY
ribeiraodosindios,6,Ribeirao Dos Índios
espigao,6,CHECK_MANUALLY
santanesia,6,CHECK_MANUALLY
sana,6,CHECK_MANUALLY
raposo,6,CHECK_MANUALLY
arace,6,CHECK_MANUALLY
celina,6,CHECK_MANUALLY
rive,6,CHECK_MANUALLY
águadocedonorte,6,Água Doce Do Norte
bracodorio,6,CHECK_MANUALLY
marlieria,6,Marlieria
antôniodias,6,Antonio Dias
itabirinhademantena,6,CHECK_MANUALLY
santabárbaradoleste,6,Santa Barbara Do Leste
santoantôniodograma,6,Santo Antonio Do Grama
pingo-d'agua,6,Pingo D'Água
pingo-dagua,6,Pingo D'Água
sempeixe,6,Sem-Peixe
santaritadeouropreto,6,CHECK_MANUALLY
saojosedavarginha,6,Sao Jose Da Varginha
caetanópolis,6,Caetanopolis
fortunademinas,6,Fortuna De Minas
aracai,6,Aracai
morrodopilar,6,Morro Do Pilar
bomjesusdoamparo,6,Bom Jesus Do Amparo
simaopereira,6,Simao Pereira
biasfortes,6,Bias Fortes
santanadodeserto,6,Santana Do Deserto
macucodeminas,6,CHECK_MANUALLY
sapucaí-mirim,6,Sapucai-Mirim
corregodobomjesus,6,Corrego Do Bom Jesus
doresopolis,6,Doresopolis
saojosédabarra,6,Sao Jose Da Barra
verissimo,6,Verissimo
cascalhorico,6,Cascalho Rico
saogonçalodoabaeté,6,Sao Goncalo Do Abaete
patis,6,Patis
saojoaodalagoa,6,Sao Joao Da Lagoa
guaraciama,6,Guaraciama
olhosd'água,6,Olhos-D'Água
coraçaodejesus,6,Coracao De Jesus
divinolândiademinas,6,Divinolandia De Minas
virgolândia,6,Virgolandia
serradosaimorés,6,Serra Dos Aimores
itaipé,6,Itaipe
tanquinho,6,Tanquinho
antoniocardoso,6,Antonio Cardoso
saofélix,6,Sao Felix
jaguaripe,6,Jaguaripe
serrapreta,6,Serra Preta
saude,6,Saude
manoelvitorino,6,Manoel Vitorino
novaitarana,6,Nova Itarana
irajuba,6,Irajuba
elisiomedrado,6,Elisio Medrado
novaibia,6,Nova Ibia
piraídonorte,6,Pirai Do Norte
cairu,6,Cairu
itajudocolonia,6,Itaju Do Colonia
itanhém,6,Itanhem
novaviçosa,6,Nova Vicosa
guajeru,6,Guajeru
ibiassucê,6,Ibiassuce
licíniodealmeida,6,Licinio De Almeida
feiradamata,6,Feira Da Mata
andaraí,6,Andarai
itaguacudabahia,6,Itaguacu Da Bahia
brotasdemacaúbas,6,Brotas De Macaubas
sitiodomato,6,Sitio Do Mato
saofélixdocoribe,6,Sao Felix Do Coribe
baianopolis,6,Baianopolis
aracas,6,Aracas
cipó,6,Cipo
heliópolis,6,Heliopolis
pirambu,6,Pirambu
pedrinhas,6,Pedrinhas
macambira,6,Macambira
carira,6,Carira
portodafolha,6,Porto Da Folha
ilhadeitamaraca,6,Ilha De Itamaraca
jatauba,6,Jatauba
lagoadoouro,6,Lagoa Do Ouro
terezinha,6,Terezinha
maraial,6,Maraial
quipapa,6,Quipapa
glóriadogoitá,6,Gloria Do Goita
timbaúba,6,Timbauba
iguaraci,6,CHECK_MANUALLY
traipu,6,Traipu
doisriachos,6,Dois Riachos
senadorruipalmeira,6,Senador Rui Palmeira
branquinha,6,Branquinha
picuí,6,Picui
pedralavrada,6,Pedra Lavrada
cuité,6,Cuite
juripiranga,6,Juripiranga
alhandra,6,Alhandra
fagundes,6,Fagundes
sumé,6,Sume
saojoaodocariri,6,Sao Joao Do Cariri
livramento,6,Livramento
varzea,6,Varzea
juncodoserido,6,Junco Do Serido
bonitodesantafe,6,Bonito De Santa Fe
pedrovelho,6,Pedro Velho
saomigueldogostoso,6,Sao Miguel Do Gostoso
joaocâmara,6,Joao Camara
ipanguacu,6,Ipanguacu
caicaradonorte,6,Caicara Do Norte
serrinhadospintos,6,Serrinha Dos Pintos
marcelinovieira,6,Marcelino Vieira
hidrolândia,6,Hidrolandia
apuiares,6,Apuiares
paramoti,6,Paramoti
acarape,6,Acarape
icapuí,6,Icapui
ibicuitinga,6,Ibicuitinga
assaré,6,Assare
abaiara,6,Abaiara
jaguaretama,6,Jaguaretama
jucas,6,Jucas
crateús,6,Crateus
ibaretama,6,Ibaretama
josédefreitas,6,Jose De Freitas
beneditinos,6,Beneditinos
buritidosmontes,6,Buriti Dos Montes
angicaldopiaui,6,Angical Do Piaui
agricolandia,6,Agricolandia
novoorientedopiaui,6,Novo Oriente Do Piaui
campograndedopiaui,6,Campo Grande Do Piaui
domexpeditolopes,6,Dom Expedito Lopes
anisiodeabreu,6,Anisio De Abreu
saofranciscodeassisdopiaui,6,Sao Francisco De Assis Do Piaui
ribeirogoncalves,6,Ribeiro Goncalves
humbertodecampos,6,Humberto De Campos
axixa,6,Axixa
cajari,6,Cajari
alcântara,6,Alcantara
conceicaodolago-acu,6,Conceicao Do Lago-Acu
belavistadomaranhao,6,Bela Vista Do Maranhao
peritoro,6,Peritoro
tutóia,6,Tutoia
santanadomaranhao,6,Santana Do Maranhao
afonsocunha,6,Afonso Cunha
olhod'águadascunhas,6,Olho D'Água Das Cunhas
saoraimundododocabezerra,6,Sao Raimundo Do Doca Bezerra
saoroberto,6,Sao Roberto
feiranovadomaranhao,6,Feira Nova Do Maranhao
cidelandia,6,Cidelandia
saofranciscodobrejao,6,Sao Francisco Do Brejao
mojuídoscampos,6,Mojui Dos Campos
cumarudonorte,6,Cumaru Do Norte
limoeirodoajuru,6,Limoeiro Do Ajuru
baiao,6,Baiao
curionópolis,6,Curionopolis
irituia,6,Irituia
quatrobocas,6,CHECK_MANUALLY
novatimboteua,6,Nova Timboteua
colares,6,Colares
marapanim,6,Marapanim
ferreiragomes,6,Ferreira Gomes
apuí,6,Apui
mucajai,6,Mucajai
iranduba,6,Iranduba
ipixuna,6,Ipixuna
acrelandia,6,Acrelandia
epitaciolândia,6,Epitaciolandia
epitaciolandia,6,Epitaciolandia
teresinadegoias,6,Teresina De Goias
caldazinha,6,Caldazinha
corumbaíba,6,Corumbaiba
caiapônia,6,Caiaponia
serranópolis,6,Serranopolis
acreúna,6,Acreuna
jaupaci,6,Jaupaci
guarinos,6,Guarinos
vilapropicio,6,Vila Propicio
campinacu,6,Campinacu
riocrespo,6,Rio Crespo
altaalegredosparecis,6,CHECK_MANUALLY
saomigueldoguaporé,6,Sao Miguel Do Guapore
altaflorestadooeste,6,CHECK_MANUALLY
saofeliped'oeste,6,Sao Felipe D'Oeste
novojardim,6,Novo Jardim
saovaleriodanatividade,6,CHECK_MANUALLY
sandolandia,6,Sandolandia
caseara,6,Caseara
barrolandia,6,Barrolandia
divinopolisdotocantins,6,Divinopolis Do Tocantins
wanderlandia,6,Wanderlandia
praianorte,6,Praia Norte
itaguatins,6,Itaguatins
nossasenhoradolivramento,6,Nossa Senhora Do Livramento
apiacás,6,Apiacas
serranovadourada,6,Serra Nova Dourada
luciara,6,Luciara
paraísodaságuas,6,Paraiso Das Águas
brasilândia,6,Brasilandia
itaquiraí,6,Itaquirai
ivaí,6,Ivai
fernandespinheiro,6,Fernandes Pinheiro
saojosédaboavista,6,Sao Jose Da Boa Vista
trêsbarrasdoparaná,6,Tres Barras Do Parana
saudadedoiguaçu,6,Saudade Do Iguacu
mariópolis,6,Mariopolis
itapejaradoeste,6,Itapejara D'Oeste
santoantôniodosudoeste,6,Santo Antonio Do Sudoeste
diamanted'oeste,6,Diamante D'Oeste
lidianopolis,6,Lidianopolis
califórnia,6,California
borrazópolis,6,Borrazopolis
saomanoeldoparana,6,Sao Manoel Do Parana
altoparaná,6,Alto Parana
saojoaodoitaperiu,6,Sao Joao Do Itaperiu
agrolândia,6,Agrolandia
bocainadosul,6,Bocaina Do Sul
urupema,6,Urupema
bomjardimdaserra,6,Bom Jardim Da Serra
armazém,6,Armazem
balneáriorincao,6,Balneario Rincao
maracaja,6,Maracaja
agronômica,6,Agronomica
corupá,6,Corupa
itaiópolis,6,Itaiopolis
matoscosta,6,Matos Costa
iomere,6,Iomere
altobelavista,6,Alto Bela Vista
arvoredo,6,Arvoredo
planaltoalegre,6,Planalto Alegre
uniaodooeste,6,Uniao Do Oeste
vilaflores,6,Vila Flores
guabiju,6,Guabiju
maquine,6,Maquine
balneáriopinhal,6,Balneario Pinhal
boavistadosul,6,Boa Vista Do Sul
canudosdovale,6,Canudos Do Vale
pedroosório,6,Pedro Osorio
amaralferrador,6,Amaral Ferrador
passasete,6,Passa Sete
iraí,6,Irai
bomprogresso,6,Bom Progresso
sedenova,6,Sede Nova
saomigueldasmissões,6,Sao Miguel Das Missoes
eugeniodecastro,6,Eugenio De Castro
novacandelaria,6,Nova Candelaria
gentil,6,Gentil
tiohugo,6,Tio Hugo
saltodojacuí,6,Salto Do Jacui
barrafunda,6,Barra Funda
gramadodosloureiros,6,Gramado Dos Loureiros
aguasanta,6,Água Santa
florianopeixoto,6,Floriano Peixoto
ibiaçá,6,Ibiaca
saofranciscodapraia,5,CHECK_MANUALLY
monteirolobato,5,Monteiro Lobato
camposdecunha,5,CHECK_MANUALLY
saojosédobarreiro,5,Sao Jose Do Barreiro
ipeúna,5,Ipeuna
santoantôniodojardim,5,Santo Antonio Do Jardim
cássiadoscoqueiros,5,Cassia Dos Coqueiros
jurucê,5,CHECK_MANUALLY
colômbia,5,Colombia
guzolândia,5,Guzolandia
santanadapontepensa,5,Santana Da Ponte Pensa
aparecidadoeste,5,Aparecida D'Oeste
mesopolis,5,Mesopolis
vitoriabrasil,5,Vitoria Brasil
aparecidademontealto,5,CHECK_MANUALLY
rubiácea,5,Rubiacea
novaindependência,5,Nova Independencia
cabráliapaulista,5,Cabralia Paulista
herculândia,5,Herculandia
saojoaodopaudalho,5,Sao Joao Do Pau D'Alho
paulicéia,5,Pauliceia
irape,5,CHECK_MANUALLY
agisse,5,CHECK_MANUALLY
frutaldocampo,5,CHECK_MANUALLY
nossasenhoradaaparecida,5,CHECK_MANUALLY
sacrafamiliadotingua,5,CHECK_MANUALLY
conrado,5,CHECK_MANUALLY
santaisabeldoriopreto,5,CHECK_MANUALLY
itaguaçu,5,Itaguacu
braçodorio,5,CHECK_MANUALLY
ravena,5,CHECK_MANUALLY
fernandestourinho,5,Fernandes Tourinho
freiinocêncio,5,Frei Inocencio
saojosédoitueto,5,CHECK_MANUALLY
urucânia,5,Urucania
santoantoniodoleite,5,CHECK_MANUALLY
japaraiba,5,Japaraiba
serradasaudade,5,Serra Da Saudade
albertoisaacson,5,CHECK_MANUALLY
saosebastiaodoriopreto,5,Sao Sebastiao Do Rio Preto
belmirobraga,5,Belmiro Braga
silveirania,5,Silveirania
goianá,5,Goiana
desterrodomelo,5,Desterro Do Melo
oliveirafortes,5,Oliveira Fortes
catasaltasdanoruega,5,Catas Altas Da Noruega
cajuri,5,Cajuri
santoantôniodoaventureiro,5,Santo Antonio Do Aventureiro
eugenópolis,5,Eugenopolis
durandé,5,Durande
córregodoouro,5,Corrego Do Ouro
ingai,5,Ingai
mariadafé,5,Maria Da Fe
albertina,5,Albertina
brazópolis,5,Brazopolis
gonçalves,5,Goncalves
desembargadorotoni,5,CHECK_MANUALLY
presidentejuscelino,5,Presidente Juscelino
pintopolis,5,Pintopolis
montalvânia,5,Montalvania
indaiabira,5,Indaiabira
paipedro,5,Pai Pedro
josenopolis,5,Josenopolis
aricanduva,5,Aricanduva
franciscobadaró,5,Francisco Badaro
senhoradoporto,5,Senhora Do Porto
sardoá,5,Sardoa
poté,5,Pote
jordânia,5,Jordania
irará,5,Irara
várzeanova,5,Varzea Nova
gaviao,5,Gaviao
serrolândia,5,Serrolandia
caém,5,Caem
uibaí,5,Uibai
cândidosales,5,Candido Sales
caraibas,5,Caraibas
mirante,5,Mirante
itiruçu,5,Itirucu
lajedodotabocal,5,Lajedo Do Tabocal
teolândia,5,Teolandia
igrapiúna,5,Igrapiuna
barradorocha,5,Barra Do Rocha
uruçuca,5,Urucuca
ibicaraí,5,Ibicarai
itape,5,Itape
arraialdajuda,5,CHECK_MANUALLY
ibiraja,5,CHECK_MANUALLY
lajedao,5,Lajedao
novaredençao,5,Nova Redencao
iaçu,5,Iacu
lençóis,5,Lencois
itamira,5,CHECK_MANUALLY
santabrígida,5,Santa Brigida
retirolândia,5,Retirolandia
nossasenhoraaparecida,5,Nossa Senhora Aparecida
nossasenhoradaglória,5,Nossa Senhora Da Gloria
ilhadasflores,5,Ilha Das Flores
propriá,5,Propria
santanadosaofrancisco,5,Santana Do Sao Francisco
serrita,5,Serrita
solidao,5,Solidao
carnaíba,5,Carnaiba
ingazeira,5,Ingazeira
saojosédobelmonte,5,Sao Jose Do Belmonte
jequiadapraia,5,Jequia Da Praia
lagoadacanoa,5,Lagoa Da Canoa
coitedonoia,5,Coite Do Noia
